timestep,left_hip_pitch_joint_pos_diff,left_hip_roll_joint_pos_diff,left_hip_yaw_joint_pos_diff,left_knee_pitch_joint_pos_diff,left_ankle_pitch_joint_pos_diff,left_ankle_roll_joint_pos_diff,left_shoulder_pitch_joint_pos_diff,right_hip_pitch_joint_pos_diff,right_hip_roll_joint_pos_diff,right_hip_yaw_joint_pos_diff,right_knee_pitch_joint_pos_diff,right_ankle_pitch_joint_pos_diff,right_ankle_roll_joint_pos_diff,right_shoulder_pitch_joint_pos_diff,left_hip_pitch_joint_vel,left_hip_roll_joint_vel,left_hip_yaw_joint_vel,left_knee_pitch_joint_vel,left_ankle_pitch_joint_vel,left_ankle_roll_joint_vel,left_shoulder_pitch_joint_vel,right_hip_pitch_joint_vel,right_hip_roll_joint_vel,right_hip_yaw_joint_vel,right_knee_pitch_joint_vel,right_ankle_pitch_joint_vel,right_ankle_roll_joint_vel,right_shoulder_pitch_joint_vel,base_ang_vel_x,base_ang_vel_y,base_ang_vel_z,base_euler_x,base_euler_y,base_euler_z,left_hip_pitch_joint_action,left_hip_roll_joint_action,left_hip_yaw_joint_action,left_knee_pitch_joint_action,left_ankle_pitch_joint_action,left_ankle_roll_joint_action,left_shoulder_pitch_joint_action,right_hip_pitch_joint_action,right_hip_roll_joint_action,right_hip_yaw_joint_action,right_knee_pitch_joint_action,right_ankle_pitch_joint_action,right_ankle_roll_joint_action,right_shoulder_pitch_joint_action
50,0.148119,-0.010020,0.005596,-0.054822,0.145211,0.108539,-0.201677,-0.121082,-0.127849,0.175033,0.533852,-0.224721,-0.002729,0.024206,-0.055390,-0.010894,0.034830,0.000460,-0.067431,-0.005045,-0.039126,-0.125971,-0.025931,0.042195,0.134256,-0.000686,0.004414,0.064289,0.322998,-0.153676,-0.711116,-0.039155,0.030595,0.244491,-0.029793,-1.458403,-0.443986,-0.409072,0.346937,0.906917,-0.529516,-1.016587,-0.283515,0.449839,1.278741,-0.445365,0.064332,0.569291
51,0.136806,-0.011746,0.010965,-0.053672,0.131064,0.113142,-0.209539,-0.145818,-0.132259,0.182320,0.559930,-0.226699,-0.003745,0.036861,-0.056925,-0.006598,0.027772,0.008746,-0.068811,0.031662,-0.040660,-0.121368,-0.020100,0.037285,0.129346,-0.004441,0.008067,0.064289,0.478576,-0.178911,-0.702309,-0.035361,0.029337,0.237429,-0.002894,-1.468978,-0.788480,-0.513267,0.348991,0.977923,-0.849168,-0.772664,-0.271758,0.393335,1.357056,-0.505110,0.077583,0.799544
52,0.125301,-0.012321,0.017293,-0.050795,0.118980,0.126272,-0.217400,-0.169403,-0.135710,0.189606,0.585241,-0.226699,0.000741,0.050091,-0.056925,-0.001688,0.033909,0.017645,-0.051886,0.063384,-0.039433,-0.117071,-0.015497,0.033295,0.125050,-0.008089,0.012796,0.064596,0.328428,-0.281991,-0.478602,-0.031697,0.028268,0.231415,0.019495,-1.304235,-0.550334,-0.520098,0.218956,0.907339,-0.548438,-1.028038,-0.258537,0.482054,1.263912,-0.428167,0.057248,0.587599
53,0.114754,-0.012321,0.023621,-0.046961,0.113017,0.135805,-0.225645,-0.192222,-0.138395,0.194591,0.608635,-0.230628,0.000850,0.061789,-0.051094,-0.000153,0.030534,0.019486,-0.026733,0.037652,-0.041888,-0.113082,-0.013042,0.021634,0.111855,-0.012795,0.020198,0.055390,0.154085,-0.199620,-0.210058,-0.030473,0.026222,0.227998,-0.174002,-1.270303,-0.508968,-0.366284,0.289717,0.877914,-0.567427,-0.981895,-0.256024,0.505486,1.288590,-0.465007,0.054646,0.606572
54,0.105359,-0.012513,0.027839,-0.043701,0.108956,0.138402,-0.233891,-0.214656,-0.140887,0.197084,0.631837,-0.232579,0.006840,0.071184,-0.043422,-0.000460,0.014883,0.015190,-0.015064,-0.005195,-0.038819,-0.112161,-0.013042,0.009360,0.101421,-0.015154,0.025638,0.045570,0.069666,-0.293164,-0.045397,-0.029846,0.024717,0.226663,-0.030202,-1.143740,-0.471157,-0.439263,0.163229,0.860558,-0.481358,-0.987265,-0.211570,0.524445,1.229323,-0.436948,0.052295,0.579356
55,0.097689,-0.012513,0.029182,-0.041783,0.106912,0.130239,-0.241944,-0.236899,-0.143572,0.198235,0.648711,-0.234522,0.013988,0.080388,-0.037899,-0.000153,0.003222,0.007518,-0.026282,-0.027481,-0.040967,-0.111855,-0.013656,0.006905,0.090987,-0.014429,0.023190,0.046798,-0.073813,-0.294777,0.255263,-0.030586,0.021076,0.227982,0.060404,-1.152437,-0.271352,-0.478438,-0.035148,0.822244,-0.215386,-1.058452,-0.220309,0.587646,1.228622,-0.385489,0.025481,0.403199
56,0.090594,-0.012513,0.029182,-0.041016,0.098731,0.126111,-0.248847,-0.259334,-0.146065,0.199193,0.666352,-0.236457,0.018208,0.090359,-0.035137,0.000153,0.001074,0.002915,-0.049721,-0.012984,-0.030534,-0.110627,-0.011508,0.002915,0.075030,-0.012867,0.020944,0.052015,-0.104810,-0.228707,0.460666,-0.032217,0.018292,0.231300,-0.039973,-1.038020,-0.303883,-0.452554,-0.056013,0.784323,-0.295630,-1.008379,-0.231897,0.551701,1.231074,-0.398621,0.023989,0.456138
57,0.083882,-0.012513,0.029948,-0.040825,0.086491,0.128328,-0.253066,-0.281386,-0.148366,0.199002,0.679774,-0.238381,0.021838,0.101289,-0.032375,0.000460,0.006905,-0.000153,-0.061198,0.012158,-0.017952,-0.110013,-0.011508,-0.002302,0.063676,-0.009505,0.016378,0.055697,-0.035320,-0.022670,0.427883,-0.033484,0.016651,0.236191,-0.260208,-1.208835,-0.192764,-0.372282,-0.013233,0.789377,-0.213430,-1.056644,-0.303943,0.564845,1.205527,-0.336487,0.014577,0.304193
58,0.077746,-0.012513,0.033400,-0.040825,0.076310,0.130771,-0.256326,-0.303245,-0.150859,0.198810,0.690704,-0.240297,0.021777,0.112027,-0.029920,0.000460,0.024396,0.001074,-0.051148,0.014587,-0.017338,-0.108786,-0.012428,0.000153,0.051094,-0.003234,0.004514,0.052322,0.042864,-0.016974,0.228114,-0.033775,0.017327,0.239466,-0.247031,-1.246169,-0.371670,-0.391998,0.010646,0.820206,-0.414073,-1.025065,-0.270579,0.521712,1.221145,-0.376892,0.025500,0.456454
59,0.071611,-0.012321,0.041070,-0.040249,0.068088,0.133642,-0.259969,-0.324338,-0.153351,0.199960,0.698374,-0.240297,0.019838,0.120656,-0.030227,0.000460,0.043729,0.003222,-0.028576,-0.005526,-0.017338,-0.103876,-0.012428,0.010587,0.038819,0.005421,-0.009048,0.039740,0.148278,0.032616,0.033006,-0.033069,0.016930,0.240746,-0.251500,-1.409199,-0.354225,-0.468027,-0.086392,0.853782,-0.339065,-1.066439,-0.300334,0.531922,1.189528,-0.309574,0.012976,0.340987
60,0.065091,-0.012321,0.050849,-0.039482,0.066051,0.127238,-0.262270,-0.344280,-0.155461,0.203412,0.704318,-0.238381,0.016209,0.126217,-0.033602,0.000153,0.047718,0.005370,-0.020540,-0.014115,-0.008132,-0.098045,-0.009666,0.016724,0.025010,0.012015,-0.018600,0.023476,0.210479,0.137878,-0.108410,-0.031550,0.017486,0.240293,-0.346484,-1.515773,-0.439694,-0.474199,-0.059754,0.889259,-0.462824,-1.055861,-0.318364,0.501484,1.191612,-0.290252,0.010415,0.378681
61,0.057805,-0.012513,0.058136,-0.037948,0.059846,0.127639,-0.263612,-0.363071,-0.156995,0.206672,0.707961,-0.234518,0.014765,0.129860,-0.038512,-0.001074,0.032068,0.008439,-0.031620,-0.001747,-0.008132,-0.092215,-0.006598,0.016418,0.012735,0.016817,-0.023642,0.015804,0.195925,0.053322,-0.143012,-0.030346,0.018733,0.238988,-0.288616,-1.481434,-0.399005,-0.511616,-0.088572,0.886005,-0.454628,-1.121760,-0.326069,0.494826,1.151772,-0.256381,-0.005775,0.356952
62,0.049175,-0.013088,0.062929,-0.036031,0.049568,0.132741,-0.266297,-0.380712,-0.158145,0.209932,0.708920,-0.230617,0.010199,0.133120,-0.044036,-0.002915,0.024089,0.010894,-0.048667,0.012741,-0.014883,-0.085464,-0.004450,0.016418,0.002302,0.023287,-0.024819,0.016724,0.229002,0.022170,-0.199500,-0.028481,0.020036,0.237140,-0.297577,-1.535374,-0.426849,-0.500232,-0.090598,0.895827,-0.469631,-1.068497,-0.305664,0.496195,1.124439,-0.227774,-0.014490,0.340314
63,0.039780,-0.014047,0.066764,-0.033729,0.041459,0.132287,-0.268981,-0.396820,-0.158721,0.213000,0.707770,-0.226685,0.003472,0.136571,-0.048332,-0.005677,0.018566,0.011814,-0.049393,0.005616,-0.011201,-0.078712,-0.001995,0.014883,-0.008132,0.030755,-0.021967,0.017031,0.222264,-0.021118,-0.141347,-0.026510,0.021087,0.235403,-0.239590,-1.511826,-0.417043,-0.538271,-0.125056,0.886614,-0.433126,-1.058851,-0.283473,0.504440,1.064027,-0.177404,-0.024111,0.302106
64,0.030001,-0.015581,0.070599,-0.031237,0.033158,0.131422,-0.270132,-0.411776,-0.158912,0.215109,0.705085,-0.218791,0.000522,0.139639,-0.048639,-0.008132,0.021021,0.013349,-0.033600,-0.019040,-0.004756,-0.073189,0.000460,0.009973,-0.017031,0.038502,-0.018973,0.015804,0.166859,-0.055730,-0.089265,-0.025126,0.021735,0.234268,-0.212866,-1.502800,-0.350667,-0.553166,-0.169417,0.871359,-0.360372,-1.047025,-0.279196,0.522950,0.998370,-0.115446,-0.037829,0.219331
65,0.020796,-0.017115,0.075777,-0.028744,0.028960,0.125428,-0.270324,-0.425390,-0.158721,0.216834,0.699716,-0.210849,-0.001073,0.142324,-0.044957,-0.007211,0.027772,0.011814,-0.023766,-0.023144,0.000153,-0.066131,0.001074,0.007825,-0.028386,0.047128,-0.014832,0.012121,0.146412,-0.152537,-0.114628,-0.023946,0.020863,0.233346,-0.102269,-1.410083,-0.398729,-0.602587,-0.234886,0.849799,-0.398238,-0.949627,-0.223918,0.488922,0.963912,-0.103079,-0.049247,0.269915
66,0.012551,-0.018457,0.082105,-0.027018,0.024844,0.121952,-0.269940,-0.437662,-0.158337,0.218561,0.692813,-0.200873,-0.003424,0.144049,-0.039740,-0.007825,0.032375,0.006905,-0.028982,-0.002251,0.002608,-0.058459,0.001381,0.008746,-0.037592,0.056578,-0.014188,0.005677,0.066775,-0.086662,-0.134909,-0.023730,0.019239,0.232109,-0.213166,-1.326814,-0.310833,-0.582873,-0.283439,0.806314,-0.323909,-0.938968,-0.276630,0.477580,0.906377,-0.052720,-0.064094,0.189407
67,0.005457,-0.020375,0.087473,-0.026251,0.016579,0.125911,-0.268981,-0.448208,-0.158145,0.219711,0.683993,-0.190859,-0.008941,0.144433,-0.032989,-0.009973,0.024703,0.002608,-0.037764,0.005863,0.005984,-0.050787,0.001995,0.004450,-0.047718,0.066793,-0.014683,0.000153,0.045112,-0.055515,-0.103946,-0.023824,0.018150,0.230859,-0.258782,-1.279975,-0.323712,-0.542872,-0.269863,0.770992,-0.352509,-0.887746,-0.258169,0.442172,0.853388,-0.043777,-0.069919,0.215183
68,-0.000296,-0.022867,0.091500,-0.026443,0.008303,0.126343,-0.266872,-0.457605,-0.157570,0.220286,0.673063,-0.176755,-0.011051,0.143858,-0.026851,-0.012735,0.019793,-0.001074,-0.040289,-0.010231,0.012428,-0.044343,0.002915,0.002608,-0.058459,0.078735,-0.015478,-0.004143,0.061821,0.010534,-0.072157,-0.023853,0.017550,0.230006,-0.349661,-1.330688,-0.269661,-0.509412,-0.275985,0.743813,-0.284120,-0.855444,-0.272619,0.429981,0.765832,0.009717,-0.087871,0.123101
69,-0.005090,-0.025743,0.095143,-0.026635,0.002026,0.119984,-0.263612,-0.465274,-0.156995,0.220861,0.660024,-0.160535,-0.013923,0.142899,-0.022862,-0.014269,0.019486,-0.000153,-0.035063,-0.031091,0.017952,-0.036057,0.002915,0.001995,-0.068893,0.090220,-0.019623,-0.005063,0.068802,0.090169,-0.068144,-0.023588,0.017557,0.229323,-0.444556,-1.383333,-0.309370,-0.475888,-0.244587,0.730338,-0.333319,-0.807376,-0.267185,0.393296,0.699628,0.033442,-0.101257,0.141737
70,-0.009692,-0.028620,0.098211,-0.026443,-0.006479,0.117032,-0.259777,-0.471410,-0.156228,0.221053,0.644492,-0.142179,-0.017557,0.141749,-0.022862,-0.014576,0.013656,0.001381,-0.033279,-0.030611,0.020407,-0.028079,0.003222,-0.000153,-0.081167,0.101006,-0.022642,-0.006598,0.024602,0.114203,-0.064128,-0.023642,0.018061,0.228592,-0.474031,-1.332960,-0.266161,-0.467622,-0.242036,0.693030,-0.303306,-0.828806,-0.268408,0.383090,0.585982,0.084829,-0.124515,0.100056
71,-0.014677,-0.031496,0.100321,-0.026059,-0.012760,0.112782,-0.255175,-0.475821,-0.155653,0.220670,0.626659,-0.121653,-0.021348,0.140022,-0.026544,-0.014576,0.009666,0.002302,-0.036008,-0.012440,0.022555,-0.019793,0.003529,-0.002302,-0.093135,0.109677,-0.027686,-0.009360,0.028213,0.098961,-0.043440,-0.023988,0.018823,0.228026,-0.491481,-1.292943,-0.208829,-0.448747,-0.245427,0.655457,-0.288712,-0.805353,-0.260198,0.351111,0.501324,0.129172,-0.144587,0.066742
72,-0.020622,-0.034564,0.101855,-0.025101,-0.016793,0.107244,-0.250381,-0.478505,-0.154885,0.219711,0.608443,-0.098972,-0.025479,0.137722,-0.031761,-0.016418,0.008132,0.005984,-0.035076,-0.005258,0.025010,-0.010894,0.004143,-0.005063,-0.104490,0.116892,-0.033877,-0.013042,0.036587,0.109388,0.010743,-0.024266,0.019719,0.227794,-0.519869,-1.245351,-0.144135,-0.409689,-0.230954,0.602354,-0.263271,-0.778078,-0.238592,0.330471,0.387769,0.186918,-0.160454,0.023818
73,-0.027524,-0.038016,0.104539,-0.023759,-0.023068,0.104734,-0.245588,-0.479464,-0.153927,0.218177,0.583132,-0.078245,-0.036377,0.134462,-0.035444,-0.017031,0.017952,0.008132,-0.030964,-0.019190,0.022248,-0.001688,0.005677,-0.010280,-0.120140,0.121889,-0.040729,-0.018566,0.054375,0.142235,0.085284,-0.024313,0.020998,0.228200,-0.596129,-1.235559,-0.056100,-0.314828,-0.185517,0.540907,-0.220549,-0.746042,-0.212427,0.319900,0.254095,0.255955,-0.169388,-0.045463
74,-0.035194,-0.041659,0.108566,-0.022225,-0.029422,0.100035,-0.241561,-0.478889,-0.152585,0.215684,0.557054,-0.055377,-0.046760,0.130243,-0.039126,-0.017952,0.022862,0.008439,-0.030689,-0.032218,0.019179,0.004756,0.007518,-0.013349,-0.135177,0.127639,-0.047027,-0.021941,0.014712,0.066110,0.152710,-0.024507,0.022200,0.229390,-0.507029,-1.093893,0.043459,-0.284788,-0.194677,0.457912,-0.184938,-0.687670,-0.144062,0.293059,0.128986,0.299821,-0.175619,-0.058758
75,-0.043248,-0.045302,0.113552,-0.020307,-0.035794,0.093737,-0.238109,-0.476971,-0.150859,0.212616,0.528291,-0.030355,-0.055783,0.125258,-0.041274,-0.018259,0.027465,0.009053,-0.033249,-0.031049,0.016724,0.011508,0.008132,-0.015190,-0.148065,0.131366,-0.052061,-0.025931,0.000273,0.036811,0.125327,-0.025166,0.022771,0.230812,-0.452758,-0.906840,0.199044,-0.245423,-0.201101,0.346564,-0.135865,-0.592324,-0.095540,0.261778,0.036027,0.332207,-0.158125,-0.082696
76,-0.051685,-0.049137,0.119688,-0.018773,-0.044221,0.091840,-0.234658,-0.473903,-0.149133,0.209357,0.496652,-0.005321,-0.067209,0.119314,-0.041888,-0.018873,0.033602,0.009360,-0.037510,-0.019472,0.016111,0.017952,0.010280,-0.017031,-0.164023,0.134556,-0.054101,-0.030841,0.061145,0.054521,0.056446,-0.025043,0.023234,0.231686,-0.420437,-0.727715,0.310056,-0.133321,-0.096674,0.214257,-0.136726,-0.455034,-0.017421,0.241357,-0.037250,0.319089,-0.117551,-0.056587
77,-0.060122,-0.052589,0.127933,-0.016664,-0.050476,0.086294,-0.231207,-0.469301,-0.146448,0.205713,0.461562,0.021786,-0.075994,0.112411,-0.041274,-0.016724,0.046491,0.010280,-0.040357,-0.019730,0.018259,0.024396,0.013656,-0.019486,-0.179980,0.138372,-0.050420,-0.035750,0.109107,-0.008120,-0.020832,-0.024328,0.023343,0.231848,-0.226056,-0.536301,0.447608,-0.106157,0.041835,0.099864,-0.097777,-0.293582,0.088254,0.230519,-0.046719,0.240970,-0.128498,-0.043462
78,-0.068176,-0.055657,0.138671,-0.014171,-0.058880,0.081584,-0.226988,-0.463549,-0.143189,0.201111,0.423404,0.048797,-0.083955,0.105124,-0.040047,-0.014576,0.056004,0.013042,-0.042326,-0.031424,0.021941,0.031147,0.018873,-0.024089,-0.197472,0.138938,-0.040606,-0.037285,0.123182,-0.033402,-0.101112,-0.023525,0.022665,0.231216,-0.072564,-0.331126,0.582564,-0.106297,0.273807,-0.024186,-0.062015,-0.105733,0.155796,0.199813,-0.003567,0.122123,-0.184999,-0.007069
79,-0.075846,-0.058341,0.150368,-0.011103,-0.067339,0.074669,-0.221810,-0.456453,-0.138587,0.195359,0.382369,0.075675,-0.089929,0.097262,-0.037899,-0.012121,0.058459,0.016724,-0.041698,-0.043551,0.027465,0.039126,0.024703,-0.029920,-0.207291,0.135168,-0.028819,-0.039740,0.165486,-0.001833,-0.181194,-0.022159,0.021801,0.229777,0.051469,-0.110527,0.667199,-0.054827,0.556578,-0.174476,-0.014086,0.055021,0.226683,0.170922,-0.002686,-0.022914,-0.224278,0.031118
80,-0.083132,-0.060067,0.161872,-0.007268,-0.073688,0.062911,-0.215483,-0.446674,-0.132642,0.188647,0.339226,0.100327,-0.093881,0.089784,-0.034523,-0.006905,0.057538,0.020714,-0.037134,-0.051108,0.033909,0.052935,0.032375,-0.033295,-0.219873,0.123780,-0.012649,-0.036057,0.150087,0.022409,-0.224826,-0.020691,0.021105,0.227768,0.112855,0.074794,0.690439,0.055198,0.814349,-0.321988,0.028453,0.127431,0.276141,0.151788,-0.019513,-0.175033,-0.300231,0.047823
81,-0.089268,-0.060450,0.173761,-0.002857,-0.080121,0.054116,-0.208005,-0.434019,-0.124973,0.181169,0.293972,0.120732,-0.096586,0.083073,-0.028692,0.000460,0.060607,0.023476,-0.020351,-0.061071,0.038205,0.067665,0.041274,-0.039433,-0.228159,0.104718,0.001091,-0.033602,0.329231,0.129437,-0.410570,-0.017805,0.021854,0.224597,0.295218,0.200338,0.486121,0.340593,0.912552,-0.444992,0.007055,0.270501,0.549322,0.237123,-0.034510,-0.260906,-0.456919,0.068975
82,-0.093870,-0.059683,0.187759,0.002511,-0.078256,0.033992,-0.199759,-0.418295,-0.115576,0.172732,0.248336,0.139043,-0.092588,0.076553,-0.019793,0.006291,0.075030,0.028079,0.013632,-0.100576,0.042195,0.083316,0.050787,-0.042808,-0.229079,0.073946,0.005298,-0.029613,0.335245,-0.058672,-0.465624,-0.013976,0.022033,0.220281,0.878958,0.317585,0.155215,0.544093,0.495081,-0.313040,0.143889,0.071778,0.792232,0.517850,-0.165809,-0.562234,-0.674577,-0.098715
83,-0.096171,-0.057191,0.201757,0.008839,-0.074290,0.013634,-0.190555,-0.399504,-0.103688,0.164103,0.202315,0.149184,-0.091547,0.070801,-0.007825,0.016418,0.065517,0.033602,0.022653,-0.095334,0.047412,0.098966,0.064289,-0.043115,-0.229693,0.032962,-0.010832,-0.029306,0.532962,-0.022988,-0.535674,-0.009311,0.020565,0.214866,1.219754,0.280426,-0.314337,0.771116,0.078153,-0.027701,0.160390,0.079078,1.033771,0.675532,-0.191418,-0.635676,-0.822135,-0.211191
84,-0.095980,-0.051822,0.211728,0.017659,-0.072252,0.003659,-0.180393,-0.378220,-0.088539,0.156241,0.156871,0.149215,-0.097851,0.064281,0.005677,0.031454,0.044650,0.049560,0.003863,-0.025910,0.052015,0.110320,0.081474,-0.035137,-0.227852,-0.015699,-0.042424,-0.036057,0.781019,0.004100,-0.358480,-0.002200,0.021251,0.210628,1.078761,0.309377,-0.419676,0.903275,-0.171056,0.077010,0.296998,0.013817,0.834812,0.598564,-0.242657,-0.515450,-0.806466,-0.345437
85,-0.092336,-0.043577,0.214796,0.030891,-0.074316,0.006680,-0.169271,-0.355018,-0.069173,0.153173,0.111042,0.137160,-0.116418,0.055844,0.024703,0.045263,-0.004756,0.072882,-0.015107,0.024299,0.056925,0.115844,0.102342,-0.002915,-0.230921,-0.072054,-0.094781,-0.043115,0.901159,-0.044601,-0.458394,0.006412,0.021173,0.206257,0.995337,0.272318,-0.414887,0.880257,-0.214359,0.083678,0.280928,0.028277,0.734719,0.366141,-0.198092,-0.365958,-0.709404,-0.235395
86,-0.084858,-0.033797,0.205017,0.048915,-0.080498,0.016545,-0.157957,-0.334117,-0.048656,0.149914,0.068090,0.129123,-0.124907,0.044723,0.040967,0.049560,-0.067358,0.098966,-0.034952,0.046638,0.055697,0.095897,0.096511,-0.030534,-0.195937,-0.021473,-0.005133,-0.065210,1.003991,0.255646,-0.132353,0.016628,0.022518,0.203278,0.757357,0.241701,-0.367864,0.916753,-0.337790,0.041868,0.431145,0.214913,0.670553,0.338693,-0.084657,-0.115150,-0.630577,-0.373970
87,-0.074695,-0.026702,0.175295,0.074226,-0.088704,0.022482,-0.147987,-0.316859,-0.033891,0.130739,0.039519,0.139101,-0.101908,0.030533,0.055083,0.027465,-0.191027,0.137632,-0.054360,0.033056,0.038819,0.085770,0.061528,-0.125971,-0.121368,0.073270,0.135104,-0.069199,-0.979461,-1.353964,1.019175,0.015724,0.019037,0.205665,0.110755,0.512883,-0.260647,0.858314,-0.288630,0.153326,0.724692,-1.529988,0.695964,1.080677,-1.012325,-0.929953,-0.930931,-0.653816
88,-0.061848,-0.023634,0.123715,0.100688,-0.101028,0.032485,-0.141851,-0.299410,-0.026604,0.098141,0.021494,0.153187,-0.086650,0.016535,0.070734,0.013042,-0.267438,0.147758,-0.055215,0.037516,0.036364,0.090067,0.028386,-0.170467,-0.082702,0.062145,0.029773,-0.068586,-0.888085,0.799123,1.506966,0.000835,0.013903,0.221067,-0.211351,0.814986,-0.249207,0.978678,-0.367258,0.021062,0.501754,0.151649,1.496154,1.375782,-0.467604,-0.058677,-1.246647,-0.795774
89,-0.045358,-0.020183,0.074434,0.133860,-0.109170,0.036033,-0.132263,-0.281002,-0.022386,0.071488,0.006346,0.159289,-0.094185,0.003305,0.086077,0.021634,-0.229079,0.153589,-0.055091,0.030817,0.051401,0.091294,0.021328,-0.104797,-0.077485,0.006666,-0.074440,-0.067972,-0.282516,0.942076,0.895122,0.000471,0.027416,0.233240,0.463846,0.527684,-0.271006,1.179089,-0.462048,-0.017378,0.592020,0.961690,1.890586,1.138678,0.039514,0.598032,-1.163907,-0.922127
90,-0.026949,-0.010595,0.043946,0.162239,-0.119375,0.040409,-0.120758,-0.264128,-0.017784,0.067461,-0.008802,0.153358,-0.122172,-0.010502,0.092829,0.061528,-0.110627,0.157578,-0.055524,0.016300,0.055697,0.080554,0.025931,0.016111,-0.086998,-0.040006,-0.135448,-0.071041,0.377170,0.422741,0.038459,0.003298,0.034524,0.237500,1.216840,0.320118,-0.450404,0.963344,-0.442666,0.034524,0.497681,0.740310,1.277078,0.456456,0.168852,0.554321,-0.855335,-0.511044
91,-0.009500,0.004745,0.031866,0.197713,-0.131716,0.043815,-0.111937,-0.250514,-0.012223,0.075514,-0.025293,0.145487,-0.149036,-0.026033,0.084850,0.079940,-0.056925,0.164943,-0.057146,-0.005668,0.039126,0.065517,0.026237,0.038512,-0.077792,-0.021711,-0.107261,-0.079019,0.020404,0.289150,-0.492133,0.004821,0.035878,0.235270,1.071131,0.209079,-0.461141,1.086214,-0.486723,0.050192,0.596887,0.670899,1.308929,0.604822,0.114844,0.368882,-0.954123,-0.604261
92,0.005840,0.021427,0.015759,0.232036,-0.141969,0.039019,-0.104843,-0.237091,-0.008772,0.076281,-0.036989,0.151590,-0.156964,-0.043483,0.073189,0.081781,-0.094363,0.173842,-0.059877,-0.025327,0.037592,0.070120,0.013349,-0.012428,-0.048332,0.043522,-0.024725,-0.092829,-0.307388,-0.027299,-0.757513,-0.002107,0.037041,0.228300,0.869718,0.004671,-0.672099,0.899419,-0.332617,-0.011860,0.245186,-0.227404,1.897874,0.783558,-0.443006,0.083260,-1.084511,-0.191453
93,0.020413,0.037342,-0.010511,0.264251,-0.154282,0.034253,-0.095255,-0.221559,-0.007046,0.066886,-0.042359,0.165531,-0.154210,-0.064958,0.074723,0.078712,-0.137018,0.179980,-0.062738,-0.035359,0.050787,0.080554,0.008439,-0.057538,-0.020407,0.087972,0.042065,-0.107865,0.575581,0.177768,-0.711373,-0.000933,0.037700,0.220544,1.052893,0.190583,-0.582150,1.021656,-0.425868,-0.001392,0.356834,0.505430,1.400476,0.388180,0.026181,0.466930,-0.895411,-0.281850
94,0.036520,0.052490,-0.036014,0.301067,-0.166558,0.026714,-0.083942,-0.204685,-0.004361,0.057682,-0.045043,0.179435,-0.143964,-0.084709,0.083622,0.076564,-0.121981,0.185197,-0.063987,-0.044273,0.057538,0.084850,0.016724,-0.034216,-0.010587,0.070814,0.077349,-0.093442,1.041751,0.077698,-0.765600,0.009491,0.040292,0.213440,1.207375,0.350014,-0.456825,0.998673,-0.462982,-0.014382,0.490914,0.553784,0.526333,-0.066004,0.124860,0.624888,-0.428162,-0.312849
95,0.054545,0.067064,-0.058065,0.338266,-0.176728,0.015007,-0.073971,-0.188578,0.000241,0.057298,-0.047344,0.183402,-0.130825,-0.100049,0.092522,0.071041,-0.106024,0.187345,-0.060655,-0.049152,0.045263,0.078099,0.024703,0.005370,-0.012428,-0.000778,0.047472,-0.069199,0.952760,-0.139948,-0.656727,0.020095,0.041283,0.206182,1.146116,0.318054,-0.431570,0.958568,-0.429889,-0.033418,0.488133,0.214912,0.207479,-0.212073,-0.025549,0.483372,-0.232234,-0.195540
